folder,file,ind,x_focal,y_focal,x_pp,y_pp
ckad_01_ckad_2020-10-29-17-01-56_0,1603980154777418171,19,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980156720000171,20,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980158729574171,21,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980160739154171,22,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980162748740171,23,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980164758200171,24,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980166767765171,25,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980168710345171,26,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980170719925171,27,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980172729503171,28,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980174738956171,29,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980176748544171,30,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980178758131171,31,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980180767694171,32,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980182777147171,33,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980184652736171,34,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980186729308171,35,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980188738881171,36,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980190748339171,37,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980192623923171,38,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980194566500171,39,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980196576080171,40,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980198518661171,41,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980200528240171,42,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980202537695171,43,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980204547272171,44,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980206556848171,45,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980208566431171,46,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980210509021171,47,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980212518476171,48,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980214528044171,49,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980216537620171,50,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980218547195171,51,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980220556651171,52,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980222566228171,53,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980224508813171,54,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980226518401171,55,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980228460966171,56,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980230537417171,57,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980232546997171,58,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980234556578171,59,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980236566153171,60,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980238508611171,61,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980240518190171,62,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980242527769171,63,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980244537408171,64,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980246547044171,65,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980248556812171,66,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980250566572171,67,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980252509328171,68,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980254586096171,69,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980256528728171,70,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980258538487171,71,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980260548248171,72,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980262558007171,73,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980264567639171,74,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980266577399171,75,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980268520152171,76,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980270529914171,77,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980272539665171,78,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980274549297171,79,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980276559050171,80,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980278568803171,81,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980280578561171,82,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980282521190171,83,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980284530945171,84,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980286540688171,85,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980288550440171,86,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980290560066171,87,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980292569818171,88,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980294512567171,89,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980296522318171,90,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980298465059171,91,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980300541682171,92,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980302551430171,93,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980304561211171,94,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980306570926171,95,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980308513677171,96,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980310523303171,97,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980312533033171,98,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980314542781171,99,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980316552549171,100,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980318562143171,101,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980320571885171,102,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980322514626171,103,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980324524365171,104,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980326533982171,105,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980328543720171,106,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980330553464171,107,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980332563200171,108,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980334505939171,109,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980336515564171,110,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980338525303171,111,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980340535031171,112,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980342544762171,113,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980344554403171,114,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980346564112171,115,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980348573847171,116,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980350583580171,117,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980352526315171,118,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980354535921171,119,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980356545664171,120,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980358488387171,121,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980360498119171,122,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980362574727171,123,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980364450453171,124,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980366460182171,125,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980368469919171,126,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980370546525171,127,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
ckad_01_ckad_2020-10-29-17-01-56_0,1603980372556252171,128,1052.69873046875,1052.69873046875,969.119079589844,555.560913085938
hospital_01_2020-07-14-16-59-35_0,1594735176334220645,0,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735178242407701,1,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735180147171975,2,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735181903010867,3,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735183697213733,4,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735185511013114,5,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735187399025954,6,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735189295192277,7,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735191210109008,8,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735193170543595,9,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735194981812625,10,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735196922262374,11,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735198968266429,12,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735201048594267,13,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735203129361516,14,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735205025139667,15,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735206943910768,16,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735208911779666,17,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735210977726345,18,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735213238183161,19,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735215309891377,20,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735217416315447,21,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735219184871977,22,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735221020137141,23,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735223033910905,24,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735224983985312,25,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735227097051720,26,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735229103016992,27,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735230959514067,28,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735232791267443,29,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735234560639529,30,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735236386095757,31,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735238235003028,32,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735239989038049,33,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735241736816325,34,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735243489301905,35,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735245368983335,36,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735247413285122,37,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735249557922191,38,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735251927014362,39,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735254099003622,40,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735256005219281,41,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735257955665055,42,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735259950095024,43,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735262040589279,44,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735263887036212,45,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735265772440310,46,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735267495024070,47,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735269301047330,48,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735271588347415,49,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735273413337683,50,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735275298048488,51,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735277625193692,52,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735279586118120,53,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735281645736549,54,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735283762176160,55,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735285730638448,56,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735287675033784,57,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735289483544485,58,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735291331484947,59,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735293160585849,60,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735294928950079,61,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735297033965055,62,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735298888910394,63,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735300745132548,64,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735302540960959,65,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735304812471289,66,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735306968209594,67,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735308726171405,68,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735310728524207,69,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735312619522209,70,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735314709335710,71,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735316871021384,72,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735318860728906,73,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735320799497722,74,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735322947051015,75,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735325025519632,76,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735327008302259,77,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735329119956946,78,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735331311906568,79,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735333399024323,80,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735335397967211,81,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735337441246540,82,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735339451021882,83,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735341555681669,84,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735343565299898,85,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735345544924467,86,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735347522997228,87,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735349543465677,88,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735351571020193,89,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
hospital_01_2020-07-14-16-59-35_0,1594735353420888401,90,1412.67077636719,1412.67077636719,967.1748046875,543.375671386719
